1.47,-1.44,-0.47,88,3,5,14.809
2.37,2.86,2.89,19,0,0,12.831
4.8,3.05,4.36,8,1,4,13.295
1.44,1.23,1.65,143,2,5,14.877
1.59,3.96,4.09,232,0,0,13.4
-2.01,-3.01,-0.25,228,2,0,11.564
7.79,5.64,7.84,74,4,3,12.229
3.35,2.91,-0.54,144,1,2,13.971
6.62,4.1,4.44,149,4,5,14.856
6.0,2.58,4.24,103,2,6,15.684
6.68,5.7,6.25,21,0,1,13.829
6.67,3.23,1.3,90,4,7,15.278
2.89,-0.23,3.12,223,4,6,14.275
5.62,2.96,1.83,238,2,6,13.311
0.45,-4.0,-1.75,129,5,6,12.288
0.85,-0.17,2.16,185,2,0,12.473
4.19,1.59,0.5,78,1,6,12.899
2.98,0.79,0.63,13,2,4,12.034
-0.4,-2.98,-0.61,63,5,2,12.063
0.37,0.25,3.43,184,0,1,13.26
2.37,-0.2,5.93,14,1,2,14.237
2.79,3.12,3.84,205,2,0,10.0
5.71,3.56,2.82,124,2,6,13.993
3.69,3.08,5.75,18,0,2,13.105
4.64,3.59,2.1,96,4,4,12.591
3.52,0.04,2.35,90,3,7,14.973
3.02,-0.58,2.64,24,5,6,13.774
3.39,1.18,2.77,99,4,3,13.237
1.48,0.7,2.63,227,4,1,13.362
-0.31,-0.26,-0.4,82,2,1,15.218
6.53,5.41,4.65,173,0,7,13.938
5.46,4.34,2.33,148,4,4,12.619
-2.52,-2.65,-2.12,187,3,1,12.548
4.98,3.98,4.17,49,5,4,11.344
0.49,-0.47,-3.47,223,2,5,13.598
6.04,6.71,3.81,225,0,6,11.219
3.09,1.71,5.81,69,1,0,12.881
3.54,2.8,0.32,77,0,6,12.511
4.27,3.59,1.87,239,5,2,11.432
5.94,1.8,5.14,55,0,5,13.074
1.54,-0.93,-2.27,123,2,4,13.294
1.59,-1.19,0.96,197,5,3,11.323
3.58,1.45,4.56,97,3,3,14.35
-3.08,-0.63,-3.9,125,0,0,14.799
2.89,2.7,2.35,122,3,4,11.205
1.72,-0.6,2.62,167,1,3,11.543
5.06,2.17,3.89,124,5,3,12.624
1.46,0.31,-1.39,232,5,4,16.237
4.03,3.88,3.38,91,0,1,16.389
5.84,1.37,5.18,29,4,6,14.158
5.33,2.92,3.04,82,3,6,13.156
4.67,0.44,3.05,156,0,5,13.249
3.51,0.65,3.46,6,2,6,11.745
5.67,6.04,3.66,142,3,4,13.723
4.88,1.73,2.88,127,4,4,13.125
7.63,5.58,6.53,27,4,5,15.232
-3.36,-1.64,-2.17,199,2,0,12.53
2.0,-0.03,2.45,68,4,3,14.905
3.22,0.98,2.59,227,3,4,15.517
3.57,0.52,-0.38,110,5,7,15.296
0.57,1.73,2.24,219,1,0,13.739
3.21,1.04,1.72,45,4,4,13.987
2.55,-0.53,1.67,112,1,5,11.177
5.83,4.35,5.81,110,5,3,15.407
-1.72,-3.13,-1.99,222,5,0,11.959
4.55,3.98,0.92,55,3,3,13.145
5.21,2.1,2.08,118,1,7,12.846
4.4,1.16,0.32,75,5,4,14.551
0.37,-2.32,1.56,61,5,1,14.009
-1.38,-0.6,0.54,237,2,0,12.021
7.68,2.4,8.8,48,1,6,13.748
2.2,-0.99,1.03,99,1,3,14.969
0.59,2.66,0.71,80,1,1,15.319
4.91,1.09,3.13,124,5,7,12.591
7.58,5.7,6.58,124,2,7,14.326
5.22,1.62,4.67,182,0,4,14.175
4.25,1.22,1.82,51,0,7,12.992
4.48,3.33,4.98,161,5,1,14.5
1.34,3.88,1.09,174,5,0,13.039
4.38,6.07,1.88,108,0,5,12.999
6.79,5.59,4.18,122,1,4,11.646
4.28,2.3,-0.73,146,3,5,12.967
4.02,-1.26,1.3,133,1,5,15.49
5.67,2.15,2.94,165,4,5,15.289
4.43,0.85,2.18,56,3,4,11.492
4.08,-0.49,2.14,56,0,7,14.505
3.55,2.39,1.5,231,4,5,13.846
4.22,2.68,2.36,50,2,5,14.842
1.58,0.54,1.13,220,3,2,11.831
4.61,4.56,3.57,85,3,0,15.067
2.1,2.27,5.54,100,3,0,16.091
7.41,8.37,5.7,200,2,2,14.273
2.83,5.27,-0.54,211,2,1,13.62
3.61,4.71,3.57,51,3,3,12.929
7.1,6.0,6.41,58,2,2,16.376
3.49,2.97,2.47,157,0,4,12.665
2.12,1.08,4.19,18,1,2,13.613
1.61,1.52,2.19,128,1,0,11.926
2.65,-0.13,2.16,84,1,1,15.034
1.3,3.61,1.57,173,1,0,13.506
0.26,0.43,-1.04,207,1,6,12.346
2.12,0.35,1.44,67,2,2,13.127
6.69,4.24,2.5,143,1,2,13.801
2.17,-0.09,3.32,138,2,2,14.745
5.09,4.65,4.46,132,1,2,13.909
1.7,0.68,5.08,211,2,4,12.463
0.68,1.37,2.8,225,0,2,14.561
-0.54,-1.32,-0.4,159,5,0,11.595
5.54,3.71,3.04,214,5,7,15.186
2.87,1.63,2.13,216,1,1,13.411
3.07,2.96,2.38,209,5,1,12.834
9.18,6.69,5.03,102,0,7,14.506
1.37,-2.31,-0.0,88,2,4,12.447
2.27,2.84,1.98,220,3,0,11.123
7.12,4.49,3.99,167,5,7,12.983
6.21,4.24,3.22,15,3,7,13.165
1.9,-0.79,2.92,171,3,3,11.51
5.64,4.5,1.18,117,5,7,13.142
5.45,4.76,1.98,181,3,7,14.557
5.97,3.47,7.14,33,4,7,12.08
-1.32,-1.46,1.79,172,3,1,11.521
4.57,1.21,1.6,40,1,7,11.337
8.77,6.42,6.22,71,1,2,13.987
1.39,-0.07,3.13,73,3,0,15.502
1.73,1.53,1.24,13,3,0,13.177
3.76,2.23,3.29,121,1,0,13.429
1.27,0.51,2.64,34,5,0,13.579
2.93,2.15,0.76,221,5,5,12.312
0.91,-4.0,2.7,56,1,6,14.545
6.1,2.08,3.78,79,1,7,12.022
3.48,5.34,5.3,77,1,0,13.257
2.46,2.77,0.74,210,2,0,12.85
3.69,0.37,2.08,140,4,4,11.786
0.38,-1.2,1.41,126,3,2,14.499
0.63,1.1,3.38,150,0,0,12.534
-1.48,-0.89,0.57,167,3,2,12.152
6.46,3.4,4.4,34,3,5,14.986
5.3,4.79,4.24,201,4,2,16.891
5.97,7.19,5.74,149,4,4,13.057
2.19,-0.13,2.53,205,4,3,13.38
-0.14,0.57,-0.68,165,5,4,12.475
2.52,-0.85,1.05,130,2,5,14.651
3.76,2.08,2.58,37,1,1,16.263
2.89,1.23,5.23,163,0,6,13.284
9.57,4.66,6.8,183,5,7,12.428
5.76,4.16,5.64,8,4,2,15.138
0.92,-0.6,1.83,99,0,1,13.586
4.43,2.99,4.02,81,5,1,13.544
8.01,8.05,2.92,216,3,6,12.051
1.5,2.18,3.9,216,1,2,10.0
2.34,1.57,0.98,184,3,3,13.422
3.61,3.75,-0.42,145,2,0,12.001
3.05,1.44,5.27,130,4,2,12.901
-0.89,1.86,-1.85,66,5,0,11.907
6.25,3.1,5.28,33,4,6,15.027
-1.36,-3.7,-2.42,129,1,3,14.038
-0.76,-4.0,0.86,41,2,5,12.429
2.41,2.76,3.31,178,5,1,11.566
4.46,2.17,2.61,66,4,5,10.86
2.25,-0.28,0.4,123,5,0,14.205
0.24,-0.52,-0.47,122,2,0,14.006
2.68,3.81,2.94,236,4,2,12.303
4.95,0.88,4.08,199,1,6,12.55
-0.93,-0.85,-2.01,170,2,0,13.661
3.58,3.3,2.65,77,4,2,15.83
0.52,0.86,1.87,74,3,1,11.693
2.65,2.89,2.98,238,1,5,12.38
3.92,3.75,0.39,115,3,5,13.514
2.82,2.23,2.63,76,2,2,15.23
4.78,2.74,2.26,228,4,7,13.342
6.69,5.97,5.42,135,3,5,14.128
4.59,3.66,2.87,158,5,3,11.114
5.08,4.16,2.81,60,1,7,12.54
5.47,2.55,4.99,130,2,6,13.116
7.97,5.93,4.41,141,1,6,15.662
6.06,4.62,3.57,17,1,6,12.873
4.72,1.52,2.41,13,5,2,15.33
4.55,2.38,2.29,32,5,1,13.182
0.99,-1.44,-0.04,127,5,2,12.973
9.53,6.32,6.03,48,1,6,14.326
4.25,-0.22,1.71,219,3,6,12.921
0.06,-1.93,0.73,116,2,1,12.81
4.5,-0.03,1.51,66,2,6,15.555
0.1,-1.7,3.11,218,5,0,12.126
-2.91,-4.0,1.08,28,2,1,11.479
4.2,-0.54,3.7,47,2,5,11.015
3.4,1.67,2.02,145,1,7,11.651
4.58,4.1,2.4,85,2,2,12.203
4.13,3.03,3.61,54,5,4,12.163
6.26,5.38,8.68,174,1,4,13.786
5.04,5.65,6.96,107,4,1,13.174
4.21,2.69,4.06,209,0,5,12.461
5.89,4.27,3.89,201,1,4,13.426
4.16,1.9,2.1,11,1,7,12.586
2.23,-0.44,5.0,50,1,0,13.368
5.76,3.04,7.06,23,0,3,15.541
-0.89,-1.06,-1.24,183,2,7,13.131
4.2,2.32,4.46,131,3,5,14.811
5.91,4.33,2.98,129,5,6,15.071
1.69,2.02,2.13,78,1,1,13.074
1.64,3.24,0.58,52,5,0,14.813
3.01,0.12,0.02,52,3,7,15.98
2.95,0.74,2.0,174,4,4,14.573
-0.01,-0.66,2.28,17,1,0,12.252
3.43,0.96,3.55,15,5,5,14.601
4.97,3.28,4.34,122,5,6,14.874
3.75,0.18,2.28,233,5,7,13.268
2.51,1.44,2.42,127,5,3,12.872
1.5,0.57,4.16,226,3,3,13.103
3.36,5.41,4.15,168,0,0,12.863
5.95,3.59,2.64,199,5,5,16.99
4.22,4.18,5.2,80,5,2,14.069
6.11,2.03,5.16,211,5,7,13.817
3.94,5.84,2.83,187,1,0,15.414
3.96,3.36,5.8,223,2,3,13.726
-2.35,-3.8,-2.09,137,3,5,14.138
6.05,4.1,6.98,228,3,1,14.599
5.04,2.59,1.34,158,3,7,13.361
1.81,1.31,2.72,102,2,4,14.42
6.29,1.34,3.82,152,1,6,13.941
4.33,2.9,0.75,170,3,3,16.925
7.66,4.14,8.93,28,4,3,15.772
3.24,2.3,2.93,64,2,1,14.034
-0.6,0.93,-2.07,74,1,1,13.872
5.88,6.84,3.57,207,1,2,12.021
1.52,0.03,4.56,88,0,2,13.883
3.33,-0.35,1.87,238,0,7,14.343
0.78,0.47,2.47,185,3,1,14.705
0.42,-0.07,-1.04,203,3,1,15.373
3.1,1.58,1.44,19,1,4,15.736
8.04,4.89,10.34,186,0,5,12.452
2.64,3.58,3.6,207,0,0,13.999
4.36,3.09,3.57,7,4,3,11.311
5.04,3.67,2.64,62,2,6,14.585
0.71,1.21,0.16,203,2,0,12.531
4.26,1.8,2.95,229,2,4,13.811
4.32,3.18,3.63,119,4,5,14.385
1.74,2.61,5.19,190,5,0,15.472
3.06,1.97,1.71,149,0,6,12.455
7.34,5.13,4.01,47,2,7,10.923
1.85,-0.82,-1.31,135,3,3,14.132
3.43,4.24,3.84,210,3,0,13.142
4.86,1.17,5.35,175,5,7,15.394
5.08,4.2,3.76,125,1,4,14.745
-0.58,-1.04,1.03,182,0,4,10.56
6.71,3.45,4.58,213,4,5,15.331
6.06,3.37,5.32,104,3,4,12.854
0.14,-2.58,-3.58,236,5,5,11.585
2.48,-0.06,4.12,15,2,5,12.146
-0.56,1.05,2.36,89,2,1,15.748
6.26,1.16,5.22,130,3,7,12.211
5.2,3.45,3.93,32,2,1,13.739
4.28,1.76,1.98,122,3,6,12.875
3.02,0.82,2.58,142,4,6,12.482
3.21,1.62,1.88,206,1,6,13.205
4.7,4.67,8.6,178,1,0,13.757
8.22,4.69,9.38,144,0,5,14.053
4.05,4.98,5.71,222,3,0,12.439
3.7,2.17,2.01,50,1,3,14.355
1.21,0.97,0.58,224,1,4,11.432
2.68,2.51,5.75,33,3,2,16.501
6.7,4.37,7.4,95,1,5,12.716
0.92,-1.21,1.72,60,4,0,12.946
-0.62,-0.71,2.57,28,2,0,11.802
3.19,2.66,4.04,42,5,3,13.726
3.5,1.29,1.93,131,2,3,14.029
0.49,-0.76,0.2,82,2,0,15.078
0.6,1.6,2.15,184,3,0,12.327
4.31,1.27,3.49,55,5,2,13.291
0.53,-2.84,-0.52,18,3,2,14.27
6.29,5.95,4.14,88,3,5,11.616
1.56,-2.26,-1.48,146,2,7,13.201
2.81,-1.29,1.5,61,0,6,15.436
7.86,6.99,3.15,92,1,7,13.252
4.38,2.16,0.62,60,1,5,13.712
4.09,3.15,4.63,20,5,4,11.891
0.98,-0.05,-1.55,85,3,4,13.565
9.39,9.26,7.64,179,2,6,14.435
4.57,1.22,2.92,73,1,2,14.645
5.24,2.72,3.94,193,3,5,14.07
-0.22,-4.0,-2.7,168,0,7,13.99
9.8,7.82,7.7,28,3,4,13.054
0.56,0.3,-1.42,239,0,4,14.062
2.19,2.36,1.32,173,2,1,13.031
-0.86,-1.62,-0.11,36,4,1,13.975
6.9,2.6,6.48,7,4,5,14.989
3.76,2.33,1.85,41,0,3,12.095
-1.91,-3.78,-2.49,115,5,5,13.012
0.43,-0.33,-0.93,138,2,2,11.834
0.17,2.18,3.23,75,3,0,13.76
5.61,5.32,7.21,143,0,3,12.816
1.59,0.89,4.28,106,4,0,15.175
1.88,-0.11,1.6,203,0,5,13.952
-0.23,-1.24,1.66,86,0,3,12.814
3.86,0.94,3.75,29,3,1,13.146
1.53,2.02,-0.53,212,1,4,12.208
5.21,3.12,3.13,115,2,7,14.947
4.05,0.32,2.66,66,4,7,13.43
0.39,1.24,0.76,194,3,1,13.154
4.61,-0.17,3.44,18,4,4,14.511
8.82,6.12,8.37,104,5,5,13.592
4.51,3.35,6.56,201,0,4,13.368
1.14,-2.13,-1.45,22,2,6,14.712
3.57,2.59,2.81,19,2,0,11.798
-0.29,-2.22,-1.36,19,4,1,14.074
6.48,3.94,7.15,237,3,7,11.667
6.11,3.9,5.44,133,1,6,14.053
5.57,3.13,1.36,24,5,7,14.916
4.23,2.58,3.51,123,0,3,13.246
5.59,0.34,3.13,176,2,7,15.807
2.39,0.7,3.48,30,3,0,12.975
4.62,2.96,7.18,26,1,5,14.518
1.85,1.16,0.01,77,5,3,15.333
6.87,1.97,4.34,58,4,7,13.15
2.72,4.03,4.8,73,1,0,13.843
1.27,-0.3,4.71,202,0,0,12.959
5.06,1.05,4.5,106,4,7,13.262
6.06,4.01,5.96,88,3,2,12.484
2.87,1.7,3.42,16,4,2,15.831
3.53,1.14,2.01,12,0,7,12.033
7.45,4.72,9.26,73,0,7,13.915
5.42,2.7,5.13,95,1,2,14.93
-0.84,-0.78,0.04,201,2,1,14.002
5.36,4.04,1.33,75,1,4,12.967
3.38,2.4,3.48,223,3,0,11.322
5.94,2.35,6.87,92,1,7,12.929
4.97,2.99,4.61,13,4,3,14.726
3.41,2.98,2.98,43,1,1,11.068
8.2,6.04,6.06,107,2,7,12.526
3.44,0.91,0.86,69,2,7,16.292
3.55,-1.13,0.38,37,1,7,13.368
1.93,0.79,3.87,186,0,4,15.401
4.71,1.25,1.14,34,5,6,13.332
2.1,1.06,2.16,41,2,7,13.565
-2.25,-3.99,-3.15,184,2,3,14.753
2.7,-1.04,4.49,210,1,6,14.675
2.8,-0.15,-0.65,111,3,5,15.093
5.88,6.55,6.54,120,1,1,13.56
2.0,3.6,1.96,41,3,2,14.26
1.88,2.44,4.03,87,1,0,13.875
5.84,2.71,4.24,123,3,5,13.374
2.09,3.84,3.68,188,3,1,14.094
5.86,5.06,5.86,41,5,3,15.014
2.11,2.59,2.56,78,4,2,13.08
0.64,-2.04,0.52,140,1,4,12.132
0.36,-1.61,-1.79,17,4,3,12.193
0.68,-3.73,-2.71,221,5,6,13.922
1.48,3.19,1.87,169,3,0,14.378
3.09,3.39,2.43,13,1,0,13.739
3.63,1.05,3.06,164,5,6,13.134
6.98,3.61,3.82,28,4,5,13.513
7.12,6.03,3.28,139,5,6,11.841
5.38,1.8,3.12,205,5,7,13.204
3.28,-1.11,2.34,74,5,4,14.007
7.37,4.14,7.29,52,0,6,13.239
5.58,2.67,4.89,213,2,4,13.472
-0.43,-0.78,1.08,76,4,1,14.76
2.95,2.33,0.51,94,5,3,16.428
5.84,4.32,5.0,193,3,2,16.007
-0.28,0.78,0.93,13,5,2,15.168
4.34,3.73,4.56,165,0,5,14.708
5.94,3.12,3.5,132,3,6,12.095
6.16,4.67,9.42,24,0,2,11.405
0.42,-1.42,1.73,177,2,0,13.859
6.19,2.79,6.35,189,4,7,13.599
-2.36,-3.37,-0.8,205,3,0,11.783
3.39,3.08,0.91,52,5,0,12.482
4.05,2.05,2.22,225,4,6,14.403
3.78,5.0,0.64,40,5,4,12.753
3.38,2.25,4.87,79,0,3,13.915
6.43,2.07,4.3,29,0,7,13.317
2.93,2.62,0.52,45,4,2,14.301
6.87,5.66,9.0,120,4,3,12.734
5.81,2.58,5.57,218,4,5,11.627
1.22,2.46,-1.3,50,0,0,15.18
-0.88,-3.63,-2.1,182,5,5,14.006
6.21,5.74,6.34,206,4,5,12.482
7.62,2.21,5.1,39,3,6,14.963
7.14,3.39,4.98,152,3,7,10.416
4.65,4.11,6.3,158,5,3,13.251
1.86,2.13,4.29,162,0,0,14.482
3.85,4.18,3.35,233,2,1,12.049
5.74,5.69,5.26,79,3,2,12.762
3.84,-0.24,5.26,185,3,7,12.23
4.99,4.06,8.77,129,4,2,15.021
2.07,0.12,2.74,83,5,2,12.577
4.2,3.94,1.52,52,0,4,13.946
3.07,0.61,1.03,102,2,6,13.82
6.18,5.3,8.09,181,2,1,11.267
4.52,2.87,0.28,41,3,7,12.087
4.52,1.85,2.29,125,3,4,14.125
4.83,2.76,4.29,26,1,5,14.876
4.38,1.36,2.93,227,0,3,11.408
3.8,2.39,5.24,62,5,2,12.689
7.07,4.09,3.99,166,4,5,13.784
3.67,2.11,5.2,102,5,3,15.552
1.85,2.72,0.92,175,2,2,15.006
8.29,4.03,5.03,111,4,6,13.412
5.57,3.03,1.59,130,0,5,13.755
-2.85,-3.33,-4.83,147,1,1,14.629
5.44,2.87,3.73,120,2,5,15.039
0.34,0.24,-1.15,96,2,0,11.843
1.61,0.67,4.23,123,2,3,12.882
6.07,3.96,2.75,34,0,6,15.392
4.46,1.88,4.05,81,1,4,14.865
5.31,2.54,5.2,142,5,6,14.052
1.51,0.13,-1.72,94,0,2,10.929
5.34,1.2,2.42,183,3,7,11.984
6.04,4.07,5.66,96,2,7,13.525
4.69,4.87,1.53,48,0,4,13.854
2.15,0.9,3.28,72,1,2,12.981
2.95,-0.06,3.07,134,4,2,15.351
0.83,2.43,0.0,237,5,0,13.832
-0.92,-1.22,0.78,105,0,1,13.301
2.76,5.04,3.27,203,4,0,11.297
3.75,3.21,3.75,37,3,3,14.924
8.09,6.46,8.22,181,5,2,14.168
-1.08,-2.84,0.3,67,5,3,13.64
4.09,1.87,4.2,88,2,6,12.518
3.28,2.13,2.95,67,1,1,13.105
8.09,5.19,7.66,237,5,6,14.081
3.13,2.47,0.05,122,4,1,14.322
-1.85,-2.65,-2.98,61,1,4,13.512
2.85,-0.4,0.67,203,5,6,12.801
1.02,-0.97,0.62,85,3,1,13.431
2.87,4.93,4.91,84,3,0,11.798
5.54,3.94,3.0,123,2,5,14.137
1.84,2.44,-0.31,64,1,1,12.596
5.18,1.91,1.37,17,5,7,11.553
5.96,6.31,8.98,118,4,0,14.507
3.49,0.68,2.13,194,2,7,14.281
4.39,3.78,9.98,116,2,0,12.786
7.89,3.91,5.25,23,0,7,10.399
5.04,5.27,2.54,192,1,4,12.594
-0.24,-1.83,-3.95,196,0,3,13.409
4.16,3.11,3.82,216,0,1,18.0
2.13,-0.59,2.37,57,2,4,12.785
2.86,-1.74,4.13,136,5,4,14.059
5.15,0.8,3.34,16,5,7,13.337
5.93,3.11,4.65,230,5,5,13.448
5.2,0.28,4.32,119,3,7,13.958
4.92,2.94,1.98,39,5,5,13.527
0.94,2.55,1.56,233,0,1,14.264
2.51,-0.69,1.89,122,0,6,11.909
5.55,4.46,7.57,51,5,3,13.96
2.48,0.78,2.51,110,2,3,13.46
