4.32,0.7314,0.7301,265.86,4.67,3,1,11.3,0.329
2.89,1.3003,1.2396,254.43,2.72,2,0,28.1,0.99
4.79,2.332,2.1592,248.03,6.33,1,6,28.6,0.802
3.32,0.8852,0.8433,259.37,3.41,1,4,8.1,0.529
1.01,0.8765,0.9024,276.83,1.62,1,5,19.8,0.402
0.23,2.0623,2.1388,248.56,0.2,1,4,1.1,0.249
2.04,1.7553,1.7792,246.94,2.3,0,5,5.2,0.176
4.16,2.1712,2.2234,252.81,3.73,3,0,10.2,1.029
1.85,1.7695,1.7353,261.23,1.35,1,0,11.8,0.386
3.44,2.0557,1.9494,266.31,3.27,0,6,23.3,0.536
3.74,2.1071,1.9922,292.19,1.84,1,6,16.3,1.743
2.02,1.0618,0.9936,247.81,1.57,2,4,3.5,1.11
4.28,2.0298,2.0837,273.93,5.05,1,4,25.7,0.867
4.5,2.0906,1.9724,262.24,4.3,3,6,20.9,0.788
2.4,0.656,0.6194,284.76,2.58,2,2,31.2,0.415
0.27,1.8226,1.698,246.22,2.57,3,5,9.7,0.502
5.81,1.1399,1.1027,281.42,7.19,0,1,23.4,0.725
2.08,0.4828,0.4808,278.74,4.1,0,4,9.7,0.8
5.36,1.7776,1.6559,283.15,4.9,2,1,7.6,0.614
2.28,2.6092,2.6483,278.26,3.92,0,5,24.3,0.409
5.01,0.7363,0.7416,265.45,5.98,2,0,27.3,0.641
2.88,2.0274,1.9963,287.45,3.69,2,6,18.6,1.096
6.74,2.3335,2.3961,264.7,8.14,1,0,29.6,0.605
1.31,0.8565,0.858,291.38,1.14,3,4,2.7,1.142
2.81,0.5034,0.475,250.89,2.96,3,2,18.6,0.0
6.5,1.3214,1.2163,257.65,6.23,0,1,14.4,0.457
5.1,1.6549,1.5804,246.63,4.95,3,1,2.2,0.64
1.04,1.5211,1.539,284.39,1.13,2,0,1.7,0.541
2.5,1.3248,1.2929,246.64,2.18,2,0,34.3,0.747
3.88,0.8324,0.8505,275.11,4.14,3,0,2.6,0.923
5.37,1.6399,1.5994,249.34,6.08,0,5,3.3,0.0
4.85,2.3402,2.3347,249.76,5.19,0,5,33.6,0.494
2.51,1.3417,1.2566,278.0,2.68,2,2,5.2,0.183
7.03,0.7284,0.6821,294.37,7.82,0,5,6.1,0.499
4.81,1.4654,1.4017,277.92,4.59,0,0,14.0,0.34
1.95,2.6951,2.5434,290.96,1.88,3,2,3.4,0.326
3.41,2.0815,2.0798,256.12,4.05,0,3,6.8,0.579
5.45,1.0062,0.9599,287.49,5.52,3,5,24.8,0.851
5.56,1.5033,1.5341,273.19,5.68,2,1,5.6,0.848
2.49,2.0552,1.9533,265.5,3.24,1,3,29.2,0.288
3.63,1.1191,1.0832,291.65,3.39,2,0,3.2,0.0
0.07,2.4554,2.3255,290.49,-0.15,0,5,2.6,0.47
3.98,0.8908,0.8391,267.92,2.64,3,1,16.4,1.313
6.47,2.752,2.6041,277.79,6.35,0,4,19.7,0.771
4.75,1.405,1.3941,286.03,5.25,0,2,25.2,1.392
1.55,2.2171,2.2783,254.99,1.9,0,0,31.6,0.848
4.41,1.7098,1.7366,287.44,5.72,2,3,26.2,0.721
2.97,1.189,1.1791,280.68,3.29,0,1,11.8,0.425
0.49,0.5641,0.5625,294.45,1.07,1,2,20.9,0.794
1.57,1.311,1.3604,252.5,2.64,1,1,28.6,1.037
2.22,1.9115,1.8033,264.3,2.53,3,5,10.3,0.718
4.65,2.7979,2.7146,279.38,4.97,3,4,20.6,0.921
3.85,1.8156,1.801,267.05,3.48,3,6,14.1,0.712
4.67,1.3614,1.3402,294.54,4.75,3,5,25.6,0.526
0.36,1.195,1.1902,254.07,1.61,2,3,26.7,0.643
0.9,2.6298,2.4321,269.96,0.14,1,6,18.3,1.049
3.5,2.2973,2.1611,258.23,3.98,2,4,22.8,0.367
3.16,1.8083,1.7889,266.18,3.41,0,1,19.1,0.563
2.76,2.0943,1.992,294.21,2.67,3,6,18.6,0.373
5.22,2.3403,2.2937,262.61,6.22,2,6,3.3,0.579
6.55,2.0283,2.0764,263.94,6.94,2,2,5.5,0.546
3.91,0.8348,0.8276,283.7,3.65,2,3,10.3,1.022
4.03,2.1877,2.0747,259.84,4.55,2,1,14.9,1.174
3.21,2.4677,2.5338,278.89,3.33,3,5,23.5,0.821
3.77,1.3762,1.4007,273.39,3.68,1,0,18.2,0.317
2.52,1.9049,1.9338,288.61,3.32,0,3,8.1,1.167
3.99,2.3939,2.4471,257.01,4.43,2,6,13.1,0.62
2.7,0.5083,0.4704,291.48,2.05,3,3,12.0,0.304
6.76,2.1542,2.1917,251.2,6.6,1,5,24.9,0.222
6.25,1.6442,1.6049,281.19,6.69,2,5,25.1,0.252
8.24,1.1094,1.0213,275.66,8.91,2,6,5.8,0.97
0.99,0.7715,0.7965,276.45,1.19,2,2,23.7,0.473
0.48,2.6143,2.5057,276.95,0.06,3,1,21.6,0.035
1.05,2.1743,2.208,249.39,0.52,1,3,7.8,0.338
4.15,1.1272,1.1712,266.96,4.22,1,4,31.3,0.885
2.98,2.3321,2.3784,265.7,3.29,3,3,21.0,1.008
4.48,0.4789,0.4908,268.77,5.24,1,0,18.4,1.242
5.32,2.2922,2.2686,271.37,6.68,1,1,31.9,0.072
2.15,1.4814,1.5184,268.81,2.41,0,0,11.0,1.085
4.57,1.898,1.7789,292.6,4.94,3,0,6.8,0.444
6.18,2.2837,2.1246,287.59,6.51,1,6,13.8,1.412
4.78,2.4502,2.5071,259.24,6.06,0,6,6.1,0.296
4.02,0.7785,0.7342,289.65,4.21,3,6,29.6,0.226
3.05,2.292,2.2351,266.56,2.55,2,3,12.7,1.144
2.79,1.2651,1.2793,257.88,3.34,2,4,16.3,0.675
1.57,2.6499,2.4757,263.91,1.06,0,2,32.3,0.026
5.6,2.3397,2.4193,256.85,6.43,1,6,19.3,0.465
4.49,1.3828,1.335,266.45,4.73,1,0,34.9,0.38
0.92,2.2847,2.2307,265.1,0.43,1,2,13.6,0.72
1.94,0.9365,0.9495,288.41,1.31,1,5,18.1,0.579
4.65,2.2768,2.2872,262.76,5.25,1,0,34.8,0.274
4.79,0.6967,0.6857,286.91,5.52,3,2,8.4,1.308
2.08,2.0971,2.0545,287.12,2.03,2,0,18.8,1.09
2.2,2.7893,2.7553,261.4,2.43,0,6,1.1,0.35
2.68,1.8585,1.8524,273.44,2.84,0,1,1.5,0.673
4.28,2.571,2.5959,254.04,3.71,3,3,5.5,0.977
3.51,1.721,1.6815,259.62,3.27,1,1,20.3,0.775
1.1,2.0207,2.0389,253.1,1.78,1,6,32.4,1.024
3.69,2.5874,2.5828,265.67,4.84,0,1,32.4,0.963
5.29,2.3831,2.3675,277.77,6.18,3,0,31.0,0.726
2.24,2.2645,2.2425,270.76,2.21,1,4,6.1,0.367
-0.83,2.1436,2.0521,254.3,-1.13,0,3,7.6,0.207
3.57,2.1764,2.0965,276.62,1.99,0,2,23.4,0.078
1.86,0.7436,0.7026,292.12,3.42,3,0,15.1,1.032
3.03,1.4195,1.4385,277.08,3.92,3,2,28.4,1.049
0.36,0.8671,0.8712,285.91,0.22,0,2,11.3,1.571
5.85,1.7179,1.6514,270.13,5.04,1,5,8.2,0.649
3.14,0.8079,0.7762,284.34,3.53,3,6,10.1,0.938
4.71,1.3932,1.4156,271.7,5.65,1,0,5.8,0.577
4.22,2.5496,2.596,284.83,4.38,0,5,7.5,0.531
3.28,0.9584,0.9042,274.61,3.06,2,6,1.5,0.836
2.08,0.5549,0.5688,275.12,2.66,1,5,3.6,0.961
4.38,2.4086,2.2854,256.39,4.46,0,4,22.1,0.912
4.5,2.1584,2.1128,290.14,5.03,0,3,17.5,0.635
-0.16,1.4763,1.3944,288.37,-0.79,0,0,8.5,0.26
5.02,2.1953,2.0267,246.98,6.15,2,3,34.6,1.004
2.07,2.624,2.531,247.54,1.81,1,0,31.9,1.08
1.94,2.4058,2.2405,254.27,1.8,1,1,7.2,0.7
-0.25,0.9543,0.9631,260.29,0.05,0,1,12.0,0.078
2.3,2.5579,2.6057,280.41,3.19,3,6,12.7,0.0
2.37,1.6782,1.5575,293.54,3.08,2,2,18.7,0.209
5.33,1.0863,1.046,294.05,5.38,2,4,9.0,0.567
4.94,0.8036,0.7984,247.59,5.59,0,1,11.8,0.749
3.25,0.5036,0.4758,282.3,3.19,2,0,18.8,0.0
0.84,2.3629,2.4391,282.47,1.57,1,2,25.7,0.832
2.2,1.3217,1.2924,248.57,2.34,0,4,3.7,0.059
3.31,1.7539,1.814,251.01,3.62,0,1,17.8,0.672
2.4,0.8126,0.8328,254.77,3.48,2,3,16.3,0.599
3.82,0.5781,0.5935,252.34,4.43,3,0,2.4,0.25
4.07,2.4031,2.272,279.45,4.82,1,3,34.2,0.0
3.35,0.7065,0.6606,281.67,4.52,2,0,24.3,1.154
5.5,0.6921,0.6955,258.14,5.68,0,0,4.8,0.726
1.84,1.1845,1.1336,274.02,2.56,1,6,19.5,0.57
4.0,2.7026,2.7918,289.29,3.59,2,5,10.5,0.144
3.5,1.2535,1.2515,273.1,5.18,2,0,25.8,0.723
2.23,1.4297,1.3879,253.93,2.14,1,0,1.6,0.124
4.22,1.5936,1.5167,257.28,4.87,0,6,9.5,0.852
0.91,0.7651,0.7576,287.77,1.54,3,0,30.1,0.332
2.92,2.2387,2.2458,293.23,3.67,1,6,13.1,0.247
1.18,1.5195,1.4248,273.68,1.13,1,3,17.4,0.33
2.85,0.9864,0.9978,284.78,3.48,2,5,11.5,0.175
2.74,0.9998,0.965,251.41,2.62,2,6,24.3,0.461
4.26,1.6092,1.512,247.12,4.38,2,2,23.8,0.0
6.35,1.9598,1.8425,247.75,7.71,2,5,7.9,0.0
7.18,1.0774,1.0229,276.78,7.38,1,0,33.7,1.415
1.81,2.6234,2.5046,272.7,1.66,2,2,27.8,0.243
4.43,2.6426,2.5642,255.85,4.23,1,0,10.5,0.391
6.25,1.1572,1.1886,291.4,7.49,0,5,10.0,0.729
3.4,0.5495,0.5121,294.38,2.93,0,3,23.3,0.798
2.2,1.7495,1.7673,287.98,1.29,2,2,21.2,0.306
3.93,1.8155,1.7585,282.49,3.79,2,1,3.4,0.761
2.39,0.7973,0.8053,255.98,2.73,2,3,28.1,0.64
5.13,2.793,2.5785,250.79,5.34,3,0,2.0,0.506
0.55,0.811,0.7466,258.97,1.47,0,4,9.6,0.475
3.38,2.4268,2.3121,246.19,4.46,1,1,1.2,0.0
3.79,1.0106,0.9867,285.52,4.4,1,5,34.1,0.053
4.22,2.4068,2.4442,249.89,4.67,2,5,10.6,0.18
1.98,1.7405,1.6803,262.13,1.52,2,0,3.9,0.226
0.11,0.6765,0.6429,288.78,0.08,3,6,18.4,0.0
5.95,2.2892,2.2205,286.22,5.92,2,3,15.7,0.659
2.98,1.5285,1.5407,256.23,3.92,3,3,10.3,1.243
0.63,1.8469,1.8546,258.14,1.0,1,3,31.5,0.436
7.03,1.4178,1.4046,246.55,7.89,3,6,5.4,0.847
4.17,1.4172,1.3704,257.67,3.97,2,4,29.7,0.721
1.6,1.7547,1.6915,269.08,1.67,1,5,7.3,0.446
5.46,0.9195,0.8981,282.15,5.79,1,1,30.5,0.989
2.71,1.8564,1.7212,247.94,2.87,3,6,16.2,0.293
3.99,2.0828,1.9399,283.83,5.19,1,4,11.7,0.15
2.64,2.2792,2.3256,264.76,2.76,0,0,25.4,0.483
3.29,1.0475,1.0756,287.38,4.6,2,1,25.8,0.318
1.8,0.8525,0.8743,245.6,1.4,0,0,25.6,0.629
4.24,2.2452,2.0798,272.52,4.12,1,3,11.9,0.513
4.31,0.4673,0.4411,258.71,5.16,3,2,23.1,0.205
2.48,0.9257,0.909,275.52,3.0,0,1,33.4,0.0
2.93,1.3536,1.3598,251.93,2.46,1,2,3.2,0.598
6.16,2.3348,2.273,277.69,7.54,1,0,15.2,0.918
5.1,2.533,2.5014,251.54,5.98,1,2,25.6,0.442
0.29,0.7604,0.7887,280.59,0.73,0,0,26.2,0.27
4.54,1.4282,1.4416,261.53,5.57,2,2,18.7,0.374
1.02,2.3949,2.382,294.7,1.81,2,3,32.4,1.052
0.93,2.6057,2.6971,271.32,2.04,3,6,34.1,0.241
6.84,2.2844,2.1876,249.45,7.02,0,0,16.2,0.828
3.06,0.8424,0.8223,259.39,3.58,0,1,32.1,0.0
5.13,1.5571,1.5691,276.96,6.24,3,0,19.3,0.001
3.74,2.6732,2.5632,270.2,2.64,1,2,4.8,1.493
2.51,0.5721,0.5706,282.97,3.24,3,6,32.8,0.62
2.79,1.8871,1.7827,272.35,2.94,1,1,23.0,0.865
3.11,1.6693,1.6843,258.04,3.84,0,2,3.1,1.072
4.23,1.4694,1.3727,249.66,4.86,3,1,29.9,0.795
2.15,2.1813,2.0629,282.36,3.12,2,4,20.0,0.2
2.32,2.6957,2.652,275.1,3.73,2,1,7.7,0.873
2.41,1.8739,1.7627,267.83,2.63,1,6,1.7,0.605
5.01,2.6604,2.76,293.56,4.8,0,4,34.9,1.424
2.43,2.6798,2.75,292.66,2.22,0,3,25.8,0.552
-0.81,1.9374,1.9341,245.92,0.21,0,4,2.8,0.012
1.47,0.9036,0.8373,291.46,2.47,2,5,34.7,1.251
4.42,1.1931,1.1436,255.69,4.72,1,1,26.9,0.701
2.51,1.4725,1.4368,280.64,3.27,3,4,28.4,0.489
4.21,2.601,2.5292,272.81,4.72,3,6,16.1,0.752
1.58,0.6561,0.6169,252.68,1.35,2,4,25.5,0.409
4.16,0.5379,0.503,249.5,4.85,0,2,3.4,0.125
0.38,1.3293,1.3603,265.61,-0.04,1,4,30.3,1.426
3.41,0.4845,0.489,250.41,3.52,2,1,17.8,0.755
4.81,2.7875,2.6084,294.75,5.52,0,2,26.4,0.983
3.54,0.587,0.5907,284.04,3.58,1,3,31.8,1.091
6.49,1.0012,0.9287,257.73,7.7,1,1,30.7,0.374
1.86,2.5161,2.3298,289.25,1.24,3,2,11.5,0.604
1.86,2.2801,2.3601,268.7,2.66,1,6,31.9,0.445
1.87,0.8654,0.8982,260.07,2.14,0,6,28.1,0.331
1.7,2.2806,2.1002,274.09,1.5,2,2,19.7,0.77
1.53,1.4985,1.4224,257.34,1.65,1,5,30.4,0.43
0.62,1.9778,2.0158,259.33,0.49,2,3,29.2,0.317
2.77,1.6275,1.631,264.76,3.17,0,4,27.1,0.74
1.56,2.2644,2.1568,249.49,1.9,2,2,24.0,0.505
2.42,0.5922,0.5498,266.42,2.55,0,5,32.7,0.068
1.92,0.4529,0.4263,259.4,1.99,3,0,8.3,0.52
4.84,1.6363,1.5212,273.29,5.02,3,6,22.2,0.202
0.43,1.9211,1.8057,269.73,2.28,1,0,27.3,0.0
2.12,2.3005,2.2119,290.0,2.2,3,1,9.3,0.409
2.3,2.6279,2.4229,283.79,1.6,1,0,11.7,0.715
3.75,2.4193,2.423,266.06,5.32,0,4,2.5,0.527
4.07,1.1841,1.1473,255.03,3.96,1,2,31.9,0.947
-0.21,2.0956,2.0588,268.41,0.41,1,1,24.6,0.0
5.19,2.3494,2.2076,248.7,5.98,2,3,19.8,0.184
2.74,2.5046,2.432,269.3,3.26,3,0,21.6,0.911
3.06,2.7638,2.8555,269.12,2.07,0,4,7.0,0.878
2.24,0.6625,0.6542,251.99,2.44,0,2,9.0,0.862
3.83,2.5454,2.5043,262.3,5.35,1,6,21.9,0.46
3.78,2.066,2.0928,255.11,3.95,1,3,26.4,0.734
3.69,2.4153,2.3306,287.21,2.8,0,6,6.5,1.897
2.24,2.7821,2.6932,267.37,2.73,2,5,4.6,0.777
2.08,2.1365,2.138,251.33,2.38,3,6,17.0,0.574
4.05,0.8926,0.8298,258.17,2.2,2,2,1.6,0.445
2.74,0.6974,0.6586,259.34,3.05,1,5,21.9,0.34
4.62,0.4718,0.4601,279.26,4.75,0,1,17.7,0.789
1.66,2.7773,2.7432,285.32,2.21,2,2,19.8,0.561
4.8,0.984,1.0112,255.65,6.06,2,4,16.0,0.58
3.74,2.0888,2.0706,285.72,3.76,2,6,17.3,0.771
3.47,1.8938,1.8146,250.14,3.65,3,0,9.3,0.75
2.42,2.3689,2.4382,256.2,1.61,0,1,13.1,0.405
2.33,1.6222,1.5764,284.24,2.06,3,1,11.9,0.294
3.25,2.1183,2.0161,247.12,4.62,3,4,31.8,0.619
5.76,0.6486,0.6007,257.28,5.72,0,0,34.3,1.149
0.73,1.9414,1.9878,260.07,0.4,2,1,16.7,0.692
4.98,2.2754,2.2474,246.6,6.55,0,3,30.8,0.396
3.06,2.2682,2.3416,263.42,3.8,0,5,3.8,0.333
2.11,2.3008,2.3638,262.61,2.88,2,0,22.7,0.12
2.97,2.4441,2.3728,256.22,2.97,3,3,29.3,0.928
0.93,1.5276,1.5557,268.74,-0.05,0,2,27.9,0.238
5.48,1.5084,1.5673,266.63,6.23,1,1,5.2,0.947
4.41,1.4508,1.3777,282.98,5.27,1,1,8.2,0.632
3.05,2.7311,2.6093,285.5,3.19,1,3,10.0,0.469
4.81,1.5982,1.6141,269.59,4.55,1,6,30.1,1.198
3.37,0.6381,0.6154,294.71,3.54,1,0,6.5,0.914
5.8,1.1187,1.0373,293.6,5.67,0,4,7.6,1.07
2.95,2.7639,2.7439,247.36,2.45,1,5,20.7,0.0
1.46,2.3152,2.1549,280.26,1.99,3,2,28.3,1.275
1.93,0.7729,0.7438,256.18,1.1,3,0,5.0,0.18
4.12,1.8009,1.6975,275.62,6.1,2,2,14.6,0.5
0.56,0.7882,0.7395,279.68,-0.35,1,6,19.9,0.29
5.65,2.2942,2.223,266.6,5.94,0,3,10.6,0.536
5.45,1.3454,1.2537,281.83,4.73,2,4,11.8,0.61
3.88,2.1077,2.0647,282.83,5.01,2,0,27.2,0.305
4.19,0.7252,0.7388,273.59,3.27,1,3,6.2,1.088
1.78,0.7828,0.8124,260.42,2.21,2,0,20.6,1.171
4.61,1.7924,1.8594,261.68,5.45,1,1,22.3,0.574
2.7,2.2642,2.1246,257.32,3.09,3,2,7.9,0.013
1.64,0.5196,0.4906,262.27,2.8,3,2,23.4,0.0
4.99,2.3897,2.2618,259.26,5.28,0,3,7.1,0.546
4.01,1.752,1.6457,285.59,4.27,1,1,23.2,0.0
5.51,1.1113,1.1407,291.93,5.44,0,6,11.0,0.26
1.26,0.8569,0.852,287.13,1.63,2,1,29.2,0.579
2.44,1.6944,1.6886,246.98,2.73,1,3,16.2,0.071
5.07,1.6356,1.6009,261.04,6.04,2,1,34.9,0.024
4.37,0.5224,0.4869,247.53,4.51,0,3,7.3,0.886
0.61,1.2352,1.1421,245.71,1.45,0,3,13.4,0.0
5.45,2.205,2.1192,287.82,4.51,3,4,4.9,0.564
2.97,0.8604,0.8546,266.99,2.17,1,6,16.1,1.051
3.59,1.5483,1.4881,245.03,3.55,0,5,31.2,0.297
4.84,0.829,0.7789,274.13,5.19,1,0,18.0,0.248
5.33,0.5613,0.5764,268.88,6.31,2,0,26.5,0.97
5.25,2.1407,2.0049,275.32,5.78,0,3,2.1,0.903
1.77,1.6109,1.531,247.76,3.47,1,6,9.5,0.165
5.34,1.0958,1.1095,279.92,7.65,0,0,12.8,1.326
3.58,0.6889,0.6716,267.31,2.35,1,4,1.1,0.463
4.24,0.4919,0.4785,283.46,3.96,2,0,28.8,1.356
3.22,2.2688,2.2884,290.66,4.57,3,2,33.2,0.461
8.63,1.423,1.319,282.8,8.86,2,1,9.0,0.889
2.15,2.5728,2.6661,289.74,2.87,2,1,12.3,0.885
1.77,0.5201,0.5306,274.76,2.68,2,2,19.8,0.0
2.01,2.0945,2.1295,291.51,2.44,3,3,18.8,0.427
2.92,2.5063,2.4959,272.36,1.93,0,5,12.9,0.768
3.52,2.7481,2.6475,289.92,3.61,2,2,16.8,0.76
1.71,2.2325,2.0732,261.84,2.61,0,5,19.0,0.366
3.9,1.9398,1.9566,291.08,5.68,3,5,19.0,0.333
3.62,1.2272,1.266,269.44,4.77,3,2,34.9,0.544
5.47,1.9922,1.8331,277.57,5.14,0,0,16.6,1.149
2.82,0.5444,0.5148,250.01,4.09,0,3,29.0,0.0
1.26,2.0497,2.0958,290.31,2.41,1,2,24.4,0.678
3.35,1.1477,1.0931,274.97,3.36,2,2,9.0,0.0
0.43,0.8041,0.8206,246.71,0.87,1,1,28.9,0.005
4.05,1.5627,1.522,280.5,5.36,3,4,16.6,0.52
5.67,2.0416,2.0317,264.41,4.88,0,5,10.6,0.947
4.05,2.0907,2.0442,279.49,4.73,3,0,18.1,0.891
4.25,1.0283,0.9901,255.45,3.38,2,0,19.0,1.008
-1.03,1.9325,1.7872,253.5,-1.53,0,3,30.4,0.736
1.52,2.5612,2.3848,270.49,1.45,0,5,13.2,0.766
2.24,0.7214,0.6657,271.43,2.01,0,1,21.1,0.352
6.04,0.5866,0.5495,266.3,6.7,2,3,25.8,0.336
2.32,1.953,1.8881,248.59,1.69,1,5,3.3,0.741
1.65,1.573,1.4762,245.55,1.59,0,4,3.4,0.396
3.92,2.5277,2.3581,245.81,5.15,2,2,19.2,0.35
1.93,1.3606,1.3162,259.47,2.6,2,1,23.0,0.028
1.98,0.6734,0.6917,291.25,1.85,2,1,21.1,0.491
5.87,1.0858,1.095,293.47,5.72,2,3,7.1,0.939
0.42,1.862,1.8888,254.65,-0.01,2,6,25.7,0.947
4.17,2.388,2.3717,294.68,4.88,1,2,31.9,0.467
2.86,0.8713,0.8474,259.75,2.52,2,5,7.2,0.61
2.65,2.114,2.012,272.76,3.83,2,5,15.0,0.395
3.47,2.7943,2.6068,282.73,4.12,2,3,17.3,0.997
2.82,1.0898,1.0171,265.62,2.31,1,1,15.5,0.67
2.91,0.7191,0.7062,246.76,2.44,0,2,19.4,0.204
4.88,1.9078,1.8462,278.15,5.5,2,1,4.7,0.654
3.4,1.9305,1.8073,283.19,2.59,3,6,6.9,1.234
2.42,2.5852,2.5237,290.89,2.44,2,5,6.2,0.358
