week_start,product_id,region,units_sold
2025-09-15,PRD-TRM-9910,South,1266
2025-09-15,PRD-TRM-9910,Southeast,1368
2025-09-15,PRD-SSH-5402,Northeast,363
2025-09-15,PRD-SSH-5402,Midwest,325
2025-09-15,PRD-SSH-5402,South,453
2025-09-15,PRD-SSH-5402,Southeast,454
2025-09-22,PRD-CSW-4860,Northeast,1158
2025-09-22,PRD-CSW-4860,Midwest,1139
2025-09-22,PRD-CSW-4860,South,1072
2025-09-22,PRD-CSW-4860,Southeast,1038
2025-09-22,PRD-VSD-2201,Northeast,2464
2025-09-22,PRD-VSD-2201,Midwest,2325
2025-09-22,PRD-VSD-2201,South,2542
2025-09-22,PRD-VSD-2201,Southeast,2588
2025-09-22,PRD-RFP-1102,Northeast,824
2025-09-22,PRD-RFP-1102,Midwest,838
2025-09-22,PRD-RFP-1102,South,955
2025-09-22,PRD-RFP-1102,Southeast,909
2025-09-22,PRD-DRL-3304,Northeast,541
2025-09-22,PRD-DRL-3304,Midwest,549
2025-09-22,PRD-DRL-3304,South,516
2025-09-22,PRD-DRL-3304,Southeast,537
2025-09-22,PRD-TRM-9910,Northeast,1374
2025-09-22,PRD-TRM-9910,Midwest,1214
2025-09-22,PRD-TRM-9910,South,1231
2025-09-22,PRD-TRM-9910,Southeast,1230
2025-09-22,PRD-SSH-5402,Northeast,338
2025-09-22,PRD-SSH-5402,Midwest,329
2025-09-22,PRD-SSH-5402,South,450
2025-09-22,PRD-SSH-5402,Southeast,455
2025-09-29,PRD-CSW-4860,Northeast,1099
2025-09-29,PRD-CSW-4860,Midwest,1038
2025-09-29,PRD-CSW-4860,South,1152
2025-09-29,PRD-CSW-4860,Southeast,1131
2025-09-29,PRD-VSD-2201,Northeast,2505
2025-09-29,PRD-VSD-2201,Midwest,2382
2025-09-29,PRD-VSD-2201,South,2569
2025-09-29,PRD-VSD-2201,Southeast,2403
2025-09-29,PRD-RFP-1102,Northeast,852
2025-09-29,PRD-RFP-1102,Midwest,757
2025-09-29,PRD-RFP-1102,South,1041
2025-09-29,PRD-RFP-1102,Southeast,937
2025-09-29,PRD-DRL-3304,Northeast,517
2025-09-29,PRD-DRL-3304,Midwest,496
2025-09-29,PRD-DRL-3304,South,550
2025-09-29,PRD-DRL-3304,Southeast,515
2025-09-29,PRD-TRM-9910,Northeast,1222
2025-09-29,PRD-TRM-9910,Midwest,1302
2025-09-29,PRD-TRM-9910,South,1264
2025-09-29,PRD-TRM-9910,Southeast,1292
2025-09-29,PRD-SSH-5402,Northeast,369
2025-09-29,PRD-SSH-5402,Midwest,367
2025-09-29,PRD-SSH-5402,South,453
2025-09-29,PRD-SSH-5402,Southeast,434
2025-10-06,PRD-CSW-4860,Northeast,1067
2025-10-06,PRD-CSW-4860,Midwest,1075
2025-10-06,PRD-CSW-4860,South,1090
2025-10-06,PRD-CSW-4860,Southeast,1142
2025-10-06,PRD-VSD-2201,Northeast,2403
2025-10-06,PRD-VSD-2201,Midwest,2413
2025-10-06,PRD-VSD-2201,South,2339
2025-10-06,PRD-VSD-2201,Southeast,2410
2025-10-06,PRD-RFP-1102,Northeast,760
2025-10-06,PRD-RFP-1102,Midwest,774
2025-10-06,PRD-RFP-1102,South,932
2025-10-06,PRD-RFP-1102,Southeast,914
2025-10-06,PRD-DRL-3304,Northeast,538
2025-10-06,PRD-DRL-3304,Midwest,493
2025-10-06,PRD-DRL-3304,South,510
2025-10-06,PRD-DRL-3304,Southeast,544
2025-10-06,PRD-TRM-9910,Northeast,1337
2025-10-06,PRD-TRM-9910,Midwest,1227
2025-10-06,PRD-TRM-9910,South,1347
2025-10-06,PRD-TRM-9910,Southeast,1388
2025-10-06,PRD-SSH-5402,Northeast,343
2025-10-06,PRD-SSH-5402,Midwest,361
2025-10-06,PRD-SSH-5402,South,428
2025-10-06,PRD-SSH-5402,Southeast,409
2025-10-13,PRD-CSW-4860,Northeast,1065
2025-10-13,PRD-CSW-4860,Midwest,1117
2025-10-13,PRD-CSW-4860,South,1069
2025-10-13,PRD-CSW-4860,Southeast,1054
2025-10-13,PRD-VSD-2201,Northeast,2532
2025-10-13,PRD-VSD-2201,Midwest,2420
2025-10-13,PRD-VSD-2201,South,2343
2025-10-13,PRD-VSD-2201,Southeast,2575
2025-10-13,PRD-RFP-1102,Northeast,845
2025-10-13,PRD-RFP-1102,Midwest,766
2025-10-13,PRD-RFP-1102,South,934
2025-10-13,PRD-RFP-1102,Southeast,1001
2025-10-13,PRD-DRL-3304,Northeast,505
2025-10-13,PRD-DRL-3304,Midwest,505
2025-10-13,PRD-DRL-3304,South,536
2025-10-13,PRD-DRL-3304,Southeast,536
2025-10-13,PRD-TRM-9910,Northeast,1243
2025-10-13,PRD-TRM-9910,Midwest,1299
2025-10-13,PRD-TRM-9910,South,1268
2025-10-13,PRD-TRM-9910,Southeast,1228
2025-10-13,PRD-SSH-5402,Northeast,345
2025-10-13,PRD-SSH-5402,Midwest,362
2025-10-13,PRD-SSH-5402,South,400
2025-10-13,PRD-SSH-5402,Southeast,402
2025-10-20,PRD-CSW-4860,Northeast,1074
2025-10-20,PRD-CSW-4860,Midwest,1102
2025-10-20,PRD-CSW-4860,South,1085
2025-10-20,PRD-CSW-4860,Southeast,1115
2025-10-20,PRD-VSD-2201,Northeast,2482
2025-10-20,PRD-VSD-2201,Midwest,2307
2025-10-20,PRD-VSD-2201,South,2422
2025-10-20,PRD-VSD-2201,Southeast,2337
2025-10-20,PRD-RFP-1102,Northeast,783
2025-10-20,PRD-RFP-1102,Midwest,748
2025-10-20,PRD-RFP-1102,South,965
2025-10-20,PRD-RFP-1102,Southeast,975
2025-10-20,PRD-DRL-3304,Northeast,495
2025-10-20,PRD-DRL-3304,Midwest,495
2025-10-20,PRD-DRL-3304,South,542
2025-10-20,PRD-DRL-3304,Southeast,525
2025-10-20,PRD-TRM-9910,Northeast,1233
2025-10-20,PRD-TRM-9910,Midwest,1304
2025-10-20,PRD-TRM-9910,South,1315
2025-10-20,PRD-TRM-9910,Southeast,1362
2025-10-20,PRD-SSH-5402,Northeast,349
2025-10-20,PRD-SSH-5402,Midwest,366
2025-10-20,PRD-SSH-5402,South,424
2025-10-20,PRD-SSH-5402,Southeast,442
2025-10-27,PRD-CSW-4860,Northeast,1037
2025-10-27,PRD-CSW-4860,Midwest,1116
2025-10-27,PRD-CSW-4860,South,1157
2025-10-27,PRD-CSW-4860,Southeast,1155
2025-10-27,PRD-VSD-2201,Northeast,2443
2025-10-27,PRD-VSD-2201,Midwest,2293
2025-10-27,PRD-VSD-2201,South,2503
2025-10-27,PRD-VSD-2201,Southeast,2615
2025-10-27,PRD-RFP-1102,Northeast,769
2025-10-27,PRD-RFP-1102,Midwest,770
2025-10-27,PRD-RFP-1102,South,925
2025-10-27,PRD-RFP-1102,Southeast,978
2025-10-27,PRD-DRL-3304,Northeast,504
2025-10-27,PRD-DRL-3304,Midwest,520
2025-10-27,PRD-DRL-3304,South,524
2025-10-27,PRD-DRL-3304,Southeast,539
2025-10-27,PRD-TRM-9910,Northeast,1374
2025-10-27,PRD-TRM-9910,Midwest,1298
2025-10-27,PRD-TRM-9910,South,1332
2025-10-27,PRD-TRM-9910,Southeast,1235
2025-10-27,PRD-SSH-5402,Northeast,350
2025-10-27,PRD-SSH-5402,Midwest,330
2025-10-27,PRD-SSH-5402,South,454
2025-10-27,PRD-SSH-5402,Southeast,407
2025-11-03,PRD-CSW-4860,Northeast,1034
2025-11-03,PRD-CSW-4860,Midwest,1061
2025-11-03,PRD-CSW-4860,South,1133
2025-11-03,PRD-CSW-4860,Southeast,1035
2025-11-03,PRD-VSD-2201,Northeast,2289
2025-11-03,PRD-VSD-2201,Midwest,2490
2025-11-03,PRD-VSD-2201,South,2417
2025-11-03,PRD-VSD-2201,Southeast,2294
2025-11-03,PRD-RFP-1102,Northeast,766
2025-11-03,PRD-RFP-1102,Midwest,765
2025-11-03,PRD-RFP-1102,South,783
2025-11-03,PRD-RFP-1102,Southeast,777
2025-11-03,PRD-DRL-3304,Northeast,515
2025-11-03,PRD-DRL-3304,Midwest,513
2025-11-03,PRD-DRL-3304,South,498
2025-11-03,PRD-DRL-3304,Southeast,537
2025-11-03,PRD-TRM-9910,Northeast,1283
2025-11-03,PRD-TRM-9910,Midwest,1363
2025-11-03,PRD-TRM-9910,South,1347
2025-11-03,PRD-TRM-9910,Southeast,1375
2025-11-03,PRD-SSH-5402,Northeast,340
2025-11-03,PRD-SSH-5402,Midwest,351
2025-11-03,PRD-SSH-5402,South,363
2025-11-03,PRD-SSH-5402,Southeast,369
2025-11-10,PRD-CSW-4860,Northeast,1099
2025-11-10,PRD-CSW-4860,Midwest,1126
2025-11-10,PRD-CSW-4860,South,1137
2025-11-10,PRD-CSW-4860,Southeast,1105
2025-11-10,PRD-VSD-2201,Northeast,2371
2025-11-10,PRD-VSD-2201,Midwest,2372
2025-11-10,PRD-VSD-2201,South,2487
2025-11-10,PRD-VSD-2201,Southeast,2394
2025-11-10,PRD-RFP-1102,Northeast,788
2025-11-10,PRD-RFP-1102,Midwest,761
2025-11-10,PRD-RFP-1102,South,852
2025-11-10,PRD-RFP-1102,Southeast,763
2025-11-10,PRD-DRL-3304,Northeast,548
2025-11-10,PRD-DRL-3304,Midwest,550
2025-11-10,PRD-DRL-3304,South,493
2025-11-10,PRD-DRL-3304,Southeast,493
2025-11-10,PRD-TRM-9910,Northeast,1327
2025-11-10,PRD-TRM-9910,Midwest,1280
2025-11-10,PRD-TRM-9910,South,1334
2025-11-10,PRD-TRM-9910,Southeast,1256
2025-11-10,PRD-SSH-5402,Northeast,364
2025-11-10,PRD-SSH-5402,Midwest,373
2025-11-10,PRD-SSH-5402,South,336
2025-11-10,PRD-SSH-5402,Southeast,364
2025-11-17,PRD-CSW-4860,Northeast,1149
2025-11-17,PRD-CSW-4860,Midwest,1045
2025-11-17,PRD-CSW-4860,South,1049
2025-11-17,PRD-CSW-4860,Southeast,1138
2025-11-17,PRD-VSD-2201,Northeast,2473
2025-11-17,PRD-VSD-2201,Midwest,2426
2025-11-17,PRD-VSD-2201,South,2423
2025-11-17,PRD-VSD-2201,Southeast,2611
2025-11-17,PRD-RFP-1102,Northeast,775
2025-11-17,PRD-RFP-1102,Midwest,752
2025-11-17,PRD-RFP-1102,South,851
2025-11-17,PRD-RFP-1102,Southeast,833
2025-11-17,PRD-DRL-3304,Northeast,507
2025-11-17,PRD-DRL-3304,Midwest,525
2025-11-17,PRD-DRL-3304,South,559
2025-11-17,PRD-DRL-3304,Southeast,518
2025-11-17,PRD-TRM-9910,Northeast,1231
2025-11-17,PRD-TRM-9910,Midwest,1386
2025-11-17,PRD-TRM-9910,South,1339
2025-11-17,PRD-TRM-9910,Southeast,1326
2025-11-17,PRD-SSH-5402,Northeast,348
2025-11-17,PRD-SSH-5402,Midwest,327
2025-11-17,PRD-SSH-5402,South,337
2025-11-17,PRD-SSH-5402,Southeast,344
2025-11-24,PRD-CSW-4860,Northeast,1079
2025-11-24,PRD-CSW-4860,Midwest,1159
2025-11-24,PRD-CSW-4860,South,1112
2025-11-24,PRD-CSW-4860,Southeast,1169
2025-11-24,PRD-VSD-2201,Northeast,2382
2025-11-24,PRD-VSD-2201,Midwest,2390
2025-11-24,PRD-VSD-2201,South,2605
2025-11-24,PRD-VSD-2201,Southeast,2308
2025-11-24,PRD-RFP-1102,Northeast,752
2025-11-24,PRD-RFP-1102,Midwest,782
2025-11-24,PRD-RFP-1102,South,830
2025-11-24,PRD-RFP-1102,Southeast,751
2025-11-24,PRD-DRL-3304,Northeast,519
2025-11-24,PRD-DRL-3304,Midwest,510
2025-11-24,PRD-DRL-3304,South,508
2025-11-24,PRD-DRL-3304,Southeast,531
2025-11-24,PRD-TRM-9910,Northeast,1262
2025-11-24,PRD-TRM-9910,Midwest,1346
2025-11-24,PRD-TRM-9910,South,1241
2025-11-24,PRD-TRM-9910,Southeast,1212
2025-11-24,PRD-SSH-5402,Northeast,365
2025-11-24,PRD-SSH-5402,Midwest,371
2025-11-24,PRD-SSH-5402,South,361
2025-11-24,PRD-SSH-5402,Southeast,329
2025-12-01,PRD-CSW-4860,Northeast,1172
2025-12-01,PRD-CSW-4860,Midwest,1064
2025-12-01,PRD-CSW-4860,South,1050
2025-12-01,PRD-CSW-4860,Southeast,1127
2025-12-01,PRD-VSD-2201,Northeast,2536
2025-12-01,PRD-VSD-2201,Midwest,2600
2025-12-01,PRD-VSD-2201,South,2526
2025-12-01,PRD-VSD-2201,Southeast,2353
2025-12-01,PRD-RFP-1102,Northeast,855
2025-12-01,PRD-RFP-1102,Midwest,832
2025-12-01,PRD-RFP-1102,South,788
2025-12-01,PRD-RFP-1102,Southeast,838
2025-12-01,PRD-DRL-3304,Northeast,558
2025-12-01,PRD-DRL-3304,Midwest,531
2025-12-01,PRD-DRL-3304,South,505
2025-12-01,PRD-DRL-3304,Southeast,544
2025-12-01,PRD-TRM-9910,Northeast,1327
2025-12-01,PRD-TRM-9910,Midwest,1306
2025-12-01,PRD-TRM-9910,South,1336
2025-12-01,PRD-TRM-9910,Southeast,1306
2025-12-01,PRD-SSH-5402,Northeast,353
2025-12-01,PRD-SSH-5402,Midwest,336
2025-12-01,PRD-SSH-5402,South,365
2025-12-01,PRD-SSH-5402,Southeast,341
2025-12-08,PRD-CSW-4860,Northeast,1057
2025-12-08,PRD-CSW-4860,Midwest,1113
2025-12-08,PRD-CSW-4860,South,1052
2025-12-08,PRD-CSW-4860,Southeast,1081
2025-12-08,PRD-VSD-2201,Northeast,2614
2025-12-08,PRD-VSD-2201,Midwest,2287
2025-12-08,PRD-VSD-2201,South,2423
2025-12-08,PRD-VSD-2201,Southeast,2313
2025-12-08,PRD-RFP-1102,Northeast,755
2025-12-08,PRD-RFP-1102,Midwest,744
2025-12-08,PRD-RFP-1102,South,772
2025-12-08,PRD-RFP-1102,Southeast,782
2025-12-08,PRD-DRL-3304,Northeast,499
2025-12-08,PRD-DRL-3304,Midwest,545
2025-12-08,PRD-DRL-3304,South,500
2025-12-08,PRD-DRL-3304,Southeast,493
2025-12-08,PRD-TRM-9910,Northeast,1246
2025-12-08,PRD-TRM-9910,Midwest,1344
2025-12-08,PRD-TRM-9910,South,1354
2025-12-08,PRD-TRM-9910,Southeast,1228
2025-12-08,PRD-SSH-5402,Northeast,330
2025-12-08,PRD-SSH-5402,Midwest,325
2025-12-08,PRD-SSH-5402,South,366
2025-12-08,PRD-SSH-5402,Southeast,330
2025-12-15,PRD-CSW-4860,Northeast,1055
2025-12-15,PRD-CSW-4860,Midwest,1119
2025-12-15,PRD-CSW-4860,South,1149
2025-12-15,PRD-CSW-4860,Southeast,1057
2025-12-15,PRD-VSD-2201,Northeast,2326
2025-12-15,PRD-VSD-2201,Midwest,2326
2025-12-15,PRD-VSD-2201,South,2503
2025-12-15,PRD-VSD-2201,Southeast,2510
2025-12-15,PRD-RFP-1102,Northeast,759
2025-12-15,PRD-RFP-1102,Midwest,776
2025-12-15,PRD-RFP-1102,South,820
2025-12-15,PRD-RFP-1102,Southeast,750
2025-12-15,PRD-DRL-3304,Northeast,534
2025-12-15,PRD-DRL-3304,Midwest,540
2025-12-15,PRD-DRL-3304,South,557
2025-12-15,PRD-DRL-3304,Southeast,507
2025-12-15,PRD-TRM-9910,Northeast,1340
2025-12-15,PRD-TRM-9910,Midwest,1357
2025-12-15,PRD-TRM-9910,South,1228
2025-12-15,PRD-TRM-9910,Southeast,1262
2025-12-15,PRD-SSH-5402,Northeast,363
2025-12-15,PRD-SSH-5402,Midwest,362
2025-12-15,PRD-SSH-5402,South,326
2025-12-15,PRD-SSH-5402,Southeast,367
2025-12-22,PRD-CSW-4860,Northeast,1047
2025-12-22,PRD-CSW-4860,Midwest,1152
2025-12-22,PRD-CSW-4860,South,1098
2025-12-22,PRD-CSW-4860,Southeast,1104
2025-12-22,PRD-VSD-2201,Northeast,2595
2025-12-22,PRD-VSD-2201,Midwest,2505
2025-12-22,PRD-VSD-2201,South,2503
2025-12-22,PRD-VSD-2201,Southeast,2548
2025-12-22,PRD-RFP-1102,Northeast,821
2025-12-22,PRD-RFP-1102,Midwest,759
2025-12-22,PRD-RFP-1102,South,831
2025-12-22,PRD-RFP-1102,Southeast,794
2025-12-22,PRD-DRL-3304,Northeast,558
2025-12-22,PRD-DRL-3304,Midwest,505
2025-12-22,PRD-DRL-3304,South,549
2025-12-22,PRD-DRL-3304,Southeast,500
2025-12-22,PRD-TRM-9910,Northeast,1247
2025-12-22,PRD-TRM-9910,Midwest,1270
2025-12-22,PRD-TRM-9910,South,1298
2025-12-22,PRD-TRM-9910,Southeast,1305
2025-12-22,PRD-SSH-5402,Northeast,369
2025-12-22,PRD-SSH-5402,Midwest,351
2025-12-22,PRD-SSH-5402,South,371
2025-12-22,PRD-SSH-5402,Southeast,352
2025-12-29,PRD-CSW-4860,Northeast,1068
2025-12-29,PRD-CSW-4860,Midwest,1122
2025-12-29,PRD-CSW-4860,South,1119
2025-12-29,PRD-CSW-4860,Southeast,1071
2025-12-29,PRD-VSD-2201,Northeast,2436
2025-12-29,PRD-VSD-2201,Midwest,2584
2025-12-29,PRD-VSD-2201,South,2350
2025-12-29,PRD-VSD-2201,Southeast,2422
2025-12-29,PRD-RFP-1102,Northeast,820
2025-12-29,PRD-RFP-1102,Midwest,776
2025-12-29,PRD-RFP-1102,South,836
2025-12-29,PRD-RFP-1102,Southeast,796
2025-12-29,PRD-DRL-3304,Northeast,504
2025-12-29,PRD-DRL-3304,Midwest,513
2025-12-29,PRD-DRL-3304,South,558
2025-12-29,PRD-DRL-3304,Southeast,527
2025-12-29,PRD-TRM-9910,Northeast,1342
2025-12-29,PRD-TRM-9910,Midwest,1308
2025-12-29,PRD-TRM-9910,South,1385
2025-12-29,PRD-TRM-9910,Southeast,1371
2025-12-29,PRD-SSH-5402,Northeast,357
2025-12-29,PRD-SSH-5402,Midwest,328
2025-12-29,PRD-SSH-5402,South,372
2025-12-29,PRD-SSH-5402,Southeast,363
2026-01-05,PRD-CSW-4860,Northeast,1163
2026-01-05,PRD-CSW-4860,Midwest,1031
2026-01-05,PRD-CSW-4860,South,1130
2026-01-05,PRD-CSW-4860,Southeast,1094
2026-01-05,PRD-VSD-2201,Northeast,2361
2026-01-05,PRD-VSD-2201,Midwest,2534
2026-01-05,PRD-VSD-2201,South,2372
2026-01-05,PRD-VSD-2201,Southeast,2401
2026-01-05,PRD-RFP-1102,Northeast,833
2026-01-05,PRD-RFP-1102,Midwest,810
2026-01-05,PRD-RFP-1102,South,846
2026-01-05,PRD-RFP-1102,Southeast,798
2026-01-05,PRD-DRL-3304,Northeast,538
2026-01-05,PRD-DRL-3304,Midwest,510
2026-01-05,PRD-DRL-3304,South,502
2026-01-05,PRD-DRL-3304,Southeast,508
2026-01-05,PRD-TRM-9910,Northeast,1273
2026-01-05,PRD-TRM-9910,Midwest,1251
2026-01-05,PRD-TRM-9910,South,1356
2026-01-05,PRD-TRM-9910,Southeast,1366
2026-01-05,PRD-SSH-5402,Northeast,351
2026-01-05,PRD-SSH-5402,Midwest,353
2026-01-05,PRD-SSH-5402,South,365
2026-01-05,PRD-SSH-5402,Southeast,361
2026-01-12,PRD-CSW-4860,Northeast,1125
2026-01-12,PRD-CSW-4860,Midwest,1101
2026-01-12,PRD-CSW-4860,South,1130
2026-01-12,PRD-CSW-4860,Southeast,1029
2026-01-12,PRD-VSD-2201,Northeast,2313
2026-01-12,PRD-VSD-2201,Midwest,2521
2026-01-12,PRD-VSD-2201,South,2556
2026-01-12,PRD-VSD-2201,Southeast,2310
2026-01-12,PRD-RFP-1102,Northeast,788
2026-01-12,PRD-RFP-1102,Midwest,855
2026-01-12,PRD-RFP-1102,South,750
2026-01-12,PRD-RFP-1102,Southeast,801
2026-01-12,PRD-DRL-3304,Northeast,555
2026-01-12,PRD-DRL-3304,Midwest,489
2026-01-12,PRD-DRL-3304,South,551
2026-01-12,PRD-DRL-3304,Southeast,535
2026-01-12,PRD-TRM-9910,Northeast,1233
2026-01-12,PRD-TRM-9910,Midwest,1308
2026-01-12,PRD-TRM-9910,South,1216
2026-01-12,PRD-TRM-9910,Southeast,1348
2026-01-12,PRD-SSH-5402,Northeast,359
2026-01-12,PRD-SSH-5402,Midwest,335
2026-01-12,PRD-SSH-5402,South,332
2026-01-12,PRD-SSH-5402,Southeast,329
2026-01-19,PRD-CSW-4860,Northeast,1172
2026-01-19,PRD-CSW-4860,Midwest,1041
2026-01-19,PRD-CSW-4860,South,1108
2026-01-19,PRD-CSW-4860,Southeast,1164
2026-01-19,PRD-VSD-2201,Northeast,2613
2026-01-19,PRD-VSD-2201,Midwest,2343
2026-01-19,PRD-VSD-2201,South,2618
2026-01-19,PRD-VSD-2201,Southeast,2506
2026-01-19,PRD-RFP-1102,Northeast,749
2026-01-19,PRD-RFP-1102,Midwest,748
2026-01-19,PRD-RFP-1102,South,754
2026-01-19,PRD-RFP-1102,Southeast,749
